"Streetname","District","Type"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Schmetterlinghaus","1","Museum"
"Staatsopernmuseum","1","Museum"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Nelson-Mandela-Platz","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Barbara-Prammer-Allee","22","Gemeindestraße"
"Ilse-Buck-Straße","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Anna-Plischke-Platz","22","Gemeindestraße"
"Emmi-Pikler-Straße","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Maxie-Wander-Gasse","22","Gemeindestraße"
"Looshaus","1","Museum"
"Ilse-Aichinger-Gasse","22","Gemeindestraße"
"Spanische Hofreitschule","1","Objektname"
"Antonia-Bruha-Gasse","22","Gemeindestraße"
"Silberkammer","1","Museum"
"Kaiserappartements","1","Museum"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Papyrusmuseum","1","Museum"
"Flugblätter-Plakate und Exlibris-Sammlung","1","Museum"
"Karoline-Perin-Gasse","22","Gemeindestraße"
"Hofjagd- und Rüstkammer","1","Museum"
"Doris-Lessing-Allee","22","Gemeindestraße"
"Ephesos Museum","1","Museum"
"Sammlung alter Musikinstrumente","1","Museum"
"Weltmuseum Wien","1","Museum"
"Maria-Merian-Gasse","22","Gemeindestraße"
"Lilly-Dillenz-Straße","22","Gemeindestraße"
"Globenmuseum","1","Museum"
"Esperantomuseum","1","Museum"
"Kartensammlung","1","Museum"
"Franziska-Seidl-Straße","22","Gemeindestraße"
"Seestadtpromenade","22","Gemeindestraße"
"Ankeruhr","1","Objektname"
"Mela-Köhler-Straße","22","Gemeindestraße"
"Eileen-Gray-Gasse","22","Gemeindestraße"
"Museumsbibliothek","1","Museum"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Käthe-Recheis-Gasse","22","Gemeindestraße"
"Kunstkammer","1","Museum"
"""Wiener Werkstätte""-Museum","1","Museum"
"Designforum","7","Museum"
"quartier21","7","Museum"
"Mozartwohnung","1","Museum"
"Palais Epstein","1","Museum"
"Artothek (Bildleihstelle)","1","Museum"
"Time Travel Vienna","1","Museum"
"Beethoven Pasqualatihaus","1","Museum"
"Museum im Schottenstift","1","Museum"
"Archiv der Universität Wien","1","Museum"
"Haus der Musik-Das Klangmuseum","1","Museum"
"Grillparzer-Gedenkzimmer","1","Museum"
"Erstes Wiener Glasmuseum","1","Museum"
"Wiener Hofmusikkapelle (Hofburgkapelle)","1","Museum"
"Akademie der bildenden Künste, Gemäldegalerie","1","Museum"
"K.u.K. Hofzuckerbäckerei Demel","1","Museum"
"Österreichisches Theatermuseum","1","Museum"
"Angewandte Innovation Laboratory","1","Schule"
"Bank Austria Kunstforum","1","Museum"
"Wienbibliothek im Rathaus","1","Museum"
"Schatzkammer des Deutschen Ordens","1","Museum"
"Dom-und Diözesanmuseum","1","Museum"
"Virgilkapelle","1","Kirche"
"Neidhart-Fresken","1","Museum"
"Urania-Sternwarte","1","Museum"
"Porzellanmuseum im Augarten","2","Museum"
"Augarten Contemporary (Gustinus Ambrosi-Museum)","2","Museum"
"Pratermuseum","2","Museum"
"Madame Tussauds","2","Museum"
"Johann Strauß Wohnung","2","Museum"
"Museum des Blindenwesens","2","Museum"
"Heeresgeschichtliches Musem","3","Museum"
"21er Haus-Museum für zeitgenössische Kunst","3","Museum"
"Fälschermuseum","3","Museum"
"Village-Galerie","3","Museum"
"Kunst Haus Wien-Museum Hundertwasser","3","Museum"
"Österreichisches Staatsarchiv","3","Museum"
"Haus Wittgenstein","3","Museum"
"das weisse Haus","4","Museum"
"Arnold Schönberg Center","3","Museum"
"Barockmuseum","3","Museum"
"Mittelalterliche Kunst Museum","3","Museum"
"Alpengarten im Belvedere","3","Park"
"Grillparzer-Zimmer","4","Museum"
"Schubert Sterbewohnung","4","Museum"
"Dritte Mann Museum","4","Museum"
"Kunsthalle Wien","4","Museum"
"Generali Foundation","4","Museum"
"Condomi-Museum","6","Museum"
"Foltermuseum","6","Museum"
"Österreichische Mediathek","6","Museum"
"Haydnhaus (mit Brahms-Gedenkraum)","6","Museum"
"Phonomuseum","6","Museum"
"Sanitärhistorisches Museum","6","Museum"
"Dokumentationsarchiv des österreichischen Widerstandes","1","Museum"
"Jenischenweg","21","Gemeindestraße"
"Böhmerwaldmuseum Wien und Erzgebirger-Heimatstube","3","Museum"
"Restituta-Dokumentation Glaube gegen NS-Gewalt","5","Museum"
"Archiv und Sammlung für Geschichte der Arbeiterbewegung","5","Museum"
"Österreichische Friedrich und Lillian Kiesler Privatstiftung","6","Museum"
"Hofmobiliendepot-Möbel Museum Wien","7","Museum"
"Museum der Mechitharistenkongregation","7","Museum"
"Architekturzentrum Wien","7","Museum"
"Zoom Kindermuseum","7","Museum"
"Kunsthalle Wien","7","Museum"
"Westlicht. Schauplatz für Fotografie","7","Museum"
"Wiener Schuhmuseum","8","Museum"
"Bäckermuseum","8","Museum"
"K&K Weinschatzkammer","8","Museum"
"Kaiser Franz Josef Hutmuseum","8","Museum"
"Stefan-Zweig-Archiv","8","Museum"
"Lichtentaler Pfarrmuseum","9","Museum"
"Schubert Geburtshaus","9","Museum"
"Adalbert-Stifter-Gedenkraum","9","Museum"
"Geldmuseum","9","Museum"
"Votivkirche (Museum)","9","Museum"
"Freudplatz","2","Gemeindestraße"
"Maria-Schaumayer-Platz","19","Gemeindestraße"
"Rapideum-Vereinsmuseum Rapid","14","Museum"
"Sammlungen der Medizinischen Universität (Josephinum)","9","Museum"
"Zahnärztliches Museum","9","Museum"
"Sparefroh-Haus","9","Museum"
"Pharma-und Drogistenmuseum","9","Museum"
"Pathologisch-anatomisches Bundesmuseum (Narrenturm)","9","Museum"
"Ostlicht Galerie für Fotografie","10","Museum"
"Museum der Wiener Austria","10","Museum"
"Privatmuseum für Schreib-und Rechenmaschinen","10","Museum"
"Johanneskirche Unterlaa (Ausgrabungen und Schauraum)","10","Museum"
"Wiener Stadt-und Landesarchiv","11","Museum"
"Modemuseum Hetzendorf","12","Museum"
"Palais Kabelwerk","12","Museum"
"Alt-Wiener Schnapsmuseum","12","Museum"
"Zauberkasten Museum","12","Museum"
"Wiener ARGE für Astronomie (WAA)","12","Museum"
"Brennpunkt-Museum der Heizkultur","12","Museum"
"Palmenhaus Schönbrunn","13","Museum"
"Wüstenhaus","13","Museum"
"Otto Wagner Hofpavillon Hietzing","13","Museum"
"Ernst Fuchs Museum","14","Museum"
"Gedenkstätte Steinhof (Zur Geschichte der NS-Medizin)","14","Museum"
"Billardmuseum Weingartner","15","Museum"
"Pfadfindermuseum","15","Museum"
"Museum für Verhütung und Schwangerschaftsabbruch","15","Museum"
"Kuffner Sternwarte","16","Museum"
"Wiener Volksliedwerk-Bockkeller","16","Museum"
"Rettungsmuseum","17","Museum"
"Erstes österreichisches Pflegemuseum","16","Museum"
"Fiakermuseum","17","Museum"
"Schokolademuseum","23","Museum"
"Eßlinger Schüttkasten","22","Museum"
"Das 48er-Museum","22","Museum"
"Palmenhaus Hirschstetten","22","Museum"
"Strabag Kunstforum","22","Museum"
"Erstes Wiener Schulmuseum","22","Museum"
"Marktamtsmuseum","21","Museum"
"Fischereimuseum","21","Museum"
"Museum der Erste Bank AG","18","Museum"
"Geymüllerschlössel","18","Museum"
"Das Sprachinselmuseum","18","Museum"
"Kahlenbergermuseum","19","Museum"
"Weinbaumuseum","19","Museum"
"Beethoven Eroicahaus","19","Museum"
"Sammlung des Institutes für Ur-und Frühgeschichte","19","Museum"
"Lehar-Schikaneder-Schlössl","19","Museum"
"Museum im Waschsalon","19","Museum"
"Zentralfriedhof Ehrengräber","11","Friedhof"
"St.Jakobs-Kirche","19","Kirche"
"Beethoven Wohnung","19","Museum"
"Gedenkstätte Karajangasse","20","Museum"
"Beethoven Gedenkstätte","21","Museum"
"Sondermuseum Aspern Essling 1809","22","Museum"
"Musikverein","1","Museum"
"Grabdenkmalhain Waldmüllerpark","10","Objektname"
"Veterinärmedizinische Universität","21","Schule"
"Palais Liechtenstein","9","Objektname"
"Schönbrunn-Irrgarten","13","Flurname"
"Gertrud-Bodenwieser-Gasse","22","Gemeindestraße"
"Trude-Fleischmann-Gasse","22","Gemeindestraße"
"Eva-Maria-Mazzucco-Platz","22","Gemeindestraße"
"Anna-Bastel-Gasse","22","Gemeindestraße"
"Lella-Lombardi-Gasse","22","Gemeindestraße"
"Beatrix-Kempf-Gasse","22","Gemeindestraße"
"Lydia-Sicher-Gasse","22","Gemeindestraße"
"Simone-de-Beauvoir-Platz","22","Gemeindestraße"
"Wangari-Maathai-Platz","22","Gemeindestraße"
"Jane-Jacobs-Weg","22","Gemeindestraße"
"Echoraum","15","Theater, Oper"
"Am grünen Prater","2","Gemeindestraße"
"Krieaupromenade","2","Gemeindestraße"
"Salon 5","15","Theater, Oper"
"ICHDUWIR-Kindertheater","14","Theater, Oper"
"Theater Experiment","9","Theater, Oper"
"Szene Wien","11","Theater, Oper"
"Theaterkistl","12","Theater, Oper"
"Werk X","12","Theater, Oper"
"Marionettentheater Schloss Schönbrunn","13","Theater, Oper"
"teatro caprile","14","Theater, Oper"
"U-Bahn Station Troststraße","10","U-Bahnstation"
"U-Bahn Station Altes Landgut","10","U-Bahnstation"
"U-Bahn Station Alaudagasse","10","U-Bahnstation"
"U-Bahn Station Neulaa","10","U-Bahnstation"
"U-Bahn Station Oberlaa","10","U-Bahnstation"
"Helmut Zilk Brunnen","23","Brunnen"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Theater Spielraum","7","Theater, Oper"
"Theater in der Josefstadt","8","Theater, Oper"
"Klettenheimers KleinKunstCafe","8","Theater, Oper"
"Kabarett Niedermair","8","Theater, Oper"
"Pygmalion Theater","8","Theater, Oper"
"Theatro Kosilo","8","Theater, Oper"
"Vienna´s English Theatre","8","Theater, Oper"
"Theater am Alsergrund","9","Theater, Oper"
"Theater-Center Forum","9","Theater, Oper"
"Schubert Theater","9","Theater, Oper"
"Schauspielhaus","9","Theater, Oper"
"Kabinetttheater","9","Theater, Oper"
"Fritzpunkt","13","Theater, Oper"
"Interkulttheater","6","Theater, Oper"
"TAG-Theater an der Gumpendorfer Straße","6","Theater, Oper"
"Ateliertheater","7","Theater, Oper"
"Dschungel Wien-Theaterhaus für junges Publikum","7","Theater, Oper"
"Theater Heuschreck","7","Theater, Oper"
"Kosmos Theater","7","Theater, Oper"
"Theater der Jugend","7","Theater, Oper"
"Renaissancetheater","7","Theater, Oper"
"Off Theater","7","Theater, Oper"
"Neues Wiener Musiktheater","7","Theater, Oper"
"Tanz Atelier Wien","7","Theater, Oper"
"Theater am Spittelberg","7","Theater, Oper"
"Anton-Klein-Gasse","22","Gemeindestraße"
"Ponte Cagrana","22","Flurname"
"Sunken City","22","Flurname"
"Copa Beach","22","Flurname"
"Autoreisezuganlage Wien Hauptbahnhof","10","Bahnhof"
"Raimundtheater","6","Theater, Oper"
"Theater an der Wien","6","Theater, Oper"
"Theater Brett","6","Theater, Oper"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Gewidmete Verkehrsfläche","13","Gemeindestraße"
"Wiener Theaterkeller (Ciarivari)","3","Theater, Oper"
"Reinbergerpark","21","Park"
"Freie Bühne Wieden","4","Theater, Oper"
"MOKI-Kindertheater","4","Theater, Oper"
"Theater Akzent","4","Theater, Oper"
"Blackbox Theater","5","Theater, Oper"
"Theater Scala","5","Theater, Oper"
"Wiener Kammeroper","1","Theater, Oper"
"Bundestheater","1","Theater, Oper"
"GARAGE X Theater Petersplatz","1","Theater, Oper"
"Drachengasse 2 Theater","1","Theater, Oper"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Theater im Zentrum","1","Theater, Oper"
"Theater Die neue Tribüne","1","Theater, Oper"
"Wiener Lustspielhaus","1","Theater, Oper"
"Theater Nestroyhof-Hamakom","2","Theater, Oper"
"Theater Odeon","2","Theater, Oper"
"Figurentheater Lilarum","3","Theater, Oper"
"Rabenhof Theater","3","Theater, Oper"
"Theater Ole","3","Theater, Oper"
"Sportbad des ASV","21|22","Bad"
"Aera","1","Theater, Oper"
"Grünanlage Tamariskengasse","22","Park"
"stadtTheater Walfischgasse","1","Theater, Oper"
"Ronacher","1","Theater, Oper"
"Komödie am Kai","1","Theater, Oper"
"Kammerspiele","1","Theater, Oper"
"Kabarett Simpl","1","Theater, Oper"
"Gerhard-Hanappi-Hof","16","städtische Wohnhausanlage"
"Parkanlage Grellgasse","21","Park"
"Parkanlage Schütte-Lihotzky-Weg","11","Park"
"Wohnturm Höchstädtplatz","20","Objektname"
"Viertel Zwei","2","Flurname"
"Raiffeisen-Holding Hochhaus","2","Objektname"
"Gerhard-Hanappi-Platz","14","Gemeindestraße"
"Galaxy21","2","Objektname"
"ÖBB-Konzernzentrale","10","Objektname"
"Town Town CB03","3","Objektname"
"Porr Hochhaus","10","Objektname"
"Uniqa Hotel-und Geschäftsgebäude","2","Objektname"
"Burgpassage","1","Gemeindestraße"
"Michaelertor","1","Gemeindestraße"
"Palmenhaus","1","Objektname"
"Kaiser-Joseph II.-Denkmal","1","Denkmal"
"Prinz-Eugen-Denkmal","1","Denkmal"
"Erzherzog-Karl-Denkmal","1","Denkmal"
"Kaiser-Franz I.(II.)-Denkmal","1","Denkmal"
"Friedhof Südwest Tor 4","12","Objektname"
"Erna-Musik-Gasse","21","Gemeindestraße"
"Fiaker-Denkmal","3","Denkmal"
"Franz-Schmidt-Denkmal","13","Denkmal"
"Ferdinand-Lassalle-Denkmal","19","Denkmal"
"Oskar-Pilzer-Platz","13","Gemeindestraße"
"Ernest-Bevin-Denkmal","17","Denkmal"
"Brücke Kabelwerk","12","Brücke"
"Leopold-Ungar-Platz","19","Gemeindestraße"
"Friedhof Neustift am Walde Tor 1","18","Objektname"
"Bahnhof Wolf in der Au","14","Bahnhof"
"Weissel-Georg-Denkmal","21","Denkmal"
"Vuk-Stefanovic-Karadzic-Denkmal","3","Denkmal"
"Anton-Wildgans-Denkmal","7","Denkmal"
"Calafati-Gedenkstein","2","Denkmal"
"Fortuna-Gedenkstein","2","Denkmal"
"Bahnhof Purkersdorf-Sanatorium","","Bahnhof"
"Norbert-Liebermann-Denkmal","18","Denkmal"
"Per-Albin-Hansson-Denkmal","10","Denkmal"
"Robert-Danneberg-Gedenkstein","3","Denkmal"
"Schrammel-Denkmal","17","Denkmal"
"Schubertlinde-Gedenkstein","19","Denkmal"
"Sigmund-Freud-Denkmal","9","Denkmal"
"Sigmund-Freud-Denkmal","19","Denkmal"
"Riegermühlensteg","23","Brücke"
"Oscar-Straus-Denkmal","13","Denkmal"
"Walter-Caldonazzi-Denkmal","13","Denkmal"
"Peter-Urban-Loritz-Denkmal","7","Denkmal"
"Pablo-Neruda-Denkmal","18","Denkmal"
"Wohlfahrtsweg","21","Gemeindestraße"
"Grillgassensteg","10|11","Brücke"
"Ferdinand-von-Saar-Denkmal","19","Denkmal"
"Franz-Keim-Denkmal","19","Denkmal"
"Parkanlage Starkfriedgasse","19","Park"
"Dr.-Rudolf-Steiner-Denkmal","3","Denkmal"
"Staatsgründungsdenkmal","3","Denkmal"
"Parkanlage Starkfriedgasse","19","Park"
"Frederic-Chopin-Denkmal","3","Denkmal"
"Waldseilpark Kahlenberg","19","Park"
"SDL Drnekweg","21","Gartensiedlung und Siedlung"
"Jeannie-Ebner-Weg","21","Gemeindestraße"
"Marie-Lang-Weg","21","Gemeindestraße"
"Mizzi-Günther-Weg","21","Gemeindestraße"
"Parkanlage Secession","1","Park"
"Erwin-Ringel-Denkmal","9","Denkmal"
"Dr.-Iwan-Franko-Denkmal","1","Denkmal"
"Hansi-Niese-Denkmal","7","Denkmal"
"Gewidmete Verkehrsfläche","22","Gemeindestraße"
"Dr.-Rudolf-Beer-Denkmal","7","Denkmal"
"Hans-Moser-Denkmal","13","Denkmal"
"Parkanlage Yppenplatz","16","Park"
"Grünanlage Volkertplatz","2","Park"
"Praterbrücke","2|22","Brücke"
"Grünanlage Süßenbrunner Platz","22","Park"
"Carl-Freiherr-Auer-von-Welsbach-Denkmal","9","Denkmal"
"Elsa-Brändström-Denkmal","9","Denkmal"
"Guido-Holzknecht-Denkmal","9","Denkmal"
"Christoph-Willibald-Ritter-von-Gluck-Denkmal","4","Denkmal"
"Coch-Denkmal","1","Denkmal"
"Radetzky-Denkmal","1","Denkmal"
"Deutschmeister-Denkmal","1","Denkmal"
"Capistran-Denkmal","1","Denkmal"
"Leopold-Ernst-Epitaph","1","Denkmal"
"Kaiser-Franz-I.-Stephan-von-Lothringen-Denkmal","1","Denkmal"
"Mozart-Denkmal","1","Denkmal"
"Kaiser-Franz-Joseph-I.-Denkmal","1","Denkmal"
"Schweizerhof-Brunnen","1","Brunnen"
"Wasserwellen-Lebens-Brunnen","1","Brunnen"
"Volksgartenbrunnen","1","Brunnen"
"Triton und Nymphe - Brunnen","1","Brunnen"
"Herkules-Brunnen","1","Brunnen"
"Grünanlage Dornerplatz","17","Park"
"Bertha-von-Suttner-Denkmal","4","Denkmal"
"Joseph-Wessely-Denkmal","19","Denkmal"
"Theodor-Hermann-von-Leschetizky-Denkmal","18","Denkmal"
"Richard-Eybner-Denkmal","19","Denkmal"
"Therese-Gräfin-Gatterburg-Denkmal","19","Denkmal"
"Äußeres Burgtor","1","Gemeindestraße"
"Stallburg","1","Objektname"
"Theseustempel","1","Objektname"
"Josef-Kainz-Denkmal","18","Denkmal"
"Theodor-Billroth-Denkmal","19","Denkmal"
"Kronprinz-Rudolf-Denkmal","19","Flurname"
"Stallburghof","1","Objektname"
"Franz-Grillparzer-Denkmal","1","Denkmal"
"Dr.-Bruno-Kreisky-Denkmal","5","Denkmal"
"Dr.-Adolf-Schärf-Denkmal","16","Denkmal"
"Anton-Wildgans-Denkmal","3","Denkmal"
"Antonio-Vivaldi-Denkmal","9","Denkmal"
"Arthur-Schnitzler-Denkmal","18","Denkmal"
"Grünanlage Zwölfergasse","15","Park"
"Artilleristen-Denkmal","22","Denkmal"
"Parkanlage Beethovenplatz","1","Park"
"Hansi-Schmid-Denkmal","18","Denkmal"
"Leon-Askin-Denkmal","18","Denkmal"
"Franz-Marschner-Denkmal","18","Denkmal"
"Emmerich-Kalman-Denkmal","18","Denkmal"
"Grünanlage Kaasgrabengasse","19","Park"
"Josef-Labor-Denkmal","1","Denkmal"
"Grünanlage Marschallplatz","12","Park"
"Grünanlage Rabbiner-Friedmann-Platz","2","Park"
"Grünanlage Liesinger Platz","23","Park"
"Andreas-Hofer-Denkmal","4","Denkmal"
"Anton-Hueber-Denkmal","10","Denkmal"
"Anton-Stilling-Denkmal","11","Denkmal"
"Grünanlage Zillbauerplatz","22","Park"
"Grünanlage Stefan-Fadinger-Platz","10","Park"
"Donner-Denkmal","1","Denkmal"
"Grünanlage St.-Wendelin-Platz","22","Park"
"Schindler-Denkmal","1","Denkmal"
"Zelinka-Denkmal","1","Denkmal"
"Karl-Lueger-Denkmal","1","Denkmal"
"Robert-Stolz-Denkmal","1","Denkmal"
"Franz-Lehar-Denkmal","1","Denkmal"
"Canon-Denkmal","1","Denkmal"
"Bruckner-Denkmal","1","Denkmal"
"Johann-Strauss-Sohn-Denkmal","1","Denkmal"
"Ludwig-van-Beethoven-Denkmal","1","Denkmal"
"Ludwig-van-Beethoven-Denkmal","19","Denkmal"
"Ludwig-van-Beethoven-Denkmal","19","Denkmal"
"Schwarzenberg-Denkmal","1","Flurname"
"Parkanlage Ortskern Grinzing","19","Park"
"Alexander-Girardi-Denkmal","1","Denkmal"
"Lazarus-Ludwig-Zamenhof-Denkmal","1","Flurname"
"Marc-Anton-Gruppe","1","Denkmal"
"Alexander-Moissi-Denkmal","22","Denkmal"
"Alexander-Puschkin-Denkmal","10","Denkmal"
"Alexander-Zemlinsky-Denkmal","2","Denkmal"
"Alois-Rohrauer-Denkmal","15","Denkmal"
"Amerling-Denkmal","1","Denkmal"
"Schubert-Denkmal","1","Denkmal"
"Otto-Wagner-Denkmal","1","Denkmal"
"Makart-Denkmal","1","Denkmal"
"Parkanlage Asperner Heldenplatz","22","Park"
"Velazquez-Denkmal","1","Denkmal"
"Johann-von-Radinger-Denkmal","4","Denkmal"
"Tizian-Denkmal","1","Denkmal"
"Ferdinand-Freiherr-von-Hofstetter-Denkmal","4","Denkmal"
"Anton-von-Schrötter-Denkmal","4","Denkmal"
"Adam-Reichsfreiherr-von-Burg-Denkmal","4","Denkmal"
"Simon-Stampfer-Denkmal","4","Denkmal"
"Heinrich-von-Ferstel-Denkmal","4","Denkmal"
"Johann-Joseph-Ritter-von-Prechtl-Denkmal","4","Denkmal"
"Georg-Rebhann-Ritter-von-Aspernbruck-Denkmal","4","Denkmal"
"Bramante-Denkmal","1","Denkmal"
"Anastasius-Grün-Denkmal","1","Denkmal"
"Nikolaus-Lenau-Denkmal","1","Denkmal"
"Josef-Madersperger-Denkmal","4","Denkmal"
"Siegfried-Marcus-Denkmal","4","Denkmal"
"Joseph-Ressel-Denkmal","4","Denkmal"
"Joseph-Ressel-Denkmal","14","Denkmal"
"Smital-Hans-Denkmal","21","Denkmal"
"Johannes-Brahms-Denkmal","4","Denkmal"
"Rubens-Denkmal","1","Denkmal"
"Raffael-Denkmal","1","Denkmal"
"Dürer-Denkmal","1","Denkmal"
"Michelangelo-Denkmal","1","Denkmal"
"Leonardo-da-Vinci-Denkmal","1","Denkmal"
"Augustinerhof","1","Objektname"
"Klosterhof","1","Objektname"
"Marschallhof","1","Objektname"
"Kaiserhof","1","Objektname"
"Postgasse","14","Gemeindestraße"
"Piccaverweg","14","Gemeindestraße"
"Antonie-Platzer-Gasse","14","Gemeindestraße"
"Scherfweg","14","Gemeindestraße"
"Jan-Kiepura-Gasse","14","Gemeindestraße"
"Pevetzgasse","14","Gemeindestraße"
"Josef-Palme-Platz","14","Gemeindestraße"
"Bründlsteig","14","Gemeindestraße"
"Buchbergstraße","14","Gemeindestraße"
"Alois-Behr-Straße","14","Gemeindestraße"
"Sanatoriumstraße","14","Gemeindestraße"
"Flötzersteig","14|16","Gemeindestraße"
"Gewidmete Verkehrsfläche","19","Gemeindestraße"
"Mölker Bastei","1","Gemeindestraße"
"Tiefer Graben","1","Gemeindestraße"
"Graben","1","Gemeindestraße"
"Hohe Brücke","1","Brücke"
"Weibelstraße","22","Gemeindestraße"
"Loitlsbergerweg","22","Gemeindestraße"
"Zillbauerplatz","22","Gemeindestraße"
"Duchekgasse","22","Gemeindestraße"
"Scheffelstraße","21","Gemeindestraße"
"Hohlweggasse","3","Gemeindestraße"
"Maiselgasse","3","Gemeindestraße"
"Grasbergergasse","3","Gemeindestraße"
"Penzinger Straße","14","Gemeindestraße"
"Klinkowströmgasse","14","Gemeindestraße"
"Sandefjordgasse","22","Gemeindestraße"
"Karl-Krestan-Gasse","23","Gemeindestraße"
"Ewald-Balser-Gasse","23","Gemeindestraße"
"Schwarzwaldgasse","23","Gemeindestraße"
"Lainergasse","23","Gemeindestraße"
"Anreitergasse","23","Gemeindestraße"
